Date,Item_ID,Item_Name,Category,Subcategory,Unit,Current_Stock,Reorder_Level,Daily_Usage,Lead_Time,Price_per_Unit,Supplier_Name,Seasonal_Factor,Waste_Percentage,Waste_Adjustment,Inventory_To_Order
2025-06-29,7,Eggs,Non-Veg,Poultry,pieces,11.44,4.64,2.0,1,6,Supplier B,1.44,1.39,0.0278,2.9078
2025-06-29,8,Rice,Veg,Grain,kg,7.34,5.74,0.7,4,70,Supplier C,1.46,1.09,0.00763,4.09563
2025-06-29,9,Sugar,Veg,Grocery,kg,10.38,5.92,4.04,4,50,Supplier C,1.22,4.42,0.17856799999999998,19.893767999999998
2025-06-29,10,Milk,Veg,Dairy,liter,9.51,9.94,2.0,3,50,Supplier C,1.39,2.01,0.04019999999999999,8.3802
2025-06-30,1,Paneer,Veg,Dairy,kg,19.0,3.84,1.54,3,450,Supplier B,0.95,0.88,0.013552000000000002,4.402552
2025-06-30,2,Tomato,Veg,Vegetable,kg,18.03,5.45,1.34,1,40,Supplier C,0.95,3.15,0.042210000000000004,1.31521
2025-06-30,3,Onion,Veg,Vegetable,kg,16.79,6.68,2.83,3,35,Supplier A,1.33,1.98,0.056033999999999994,11.347734
2025-06-30,4,Chicken,Non-Veg,Meat,kg,10.94,8.71,3.63,2,250,Supplier C,1.32,3.11,0.112893,9.696093
2025-06-30,5,Mutton,Non-Veg,Meat,kg,19.08,9.02,0.66,3,600,Supplier C,0.99,4.39,0.028973999999999996,1.989174
2025-06-30,6,Rohu Fish,Non-Veg,Fish,kg,19.41,9.69,1.08,4,280,Supplier C,1.03,0.18,0.001944,4.451544
2025-06-30,7,Eggs,Non-Veg,Poultry,pieces,22.26,3.61,9.0,4,6,Supplier C,0.8,1.26,0.1134,28.9134
2025-06-30,8,Rice,Veg,Grain,kg,9.36,6.73,3.63,1,70,Supplier A,1.28,1.1,0.03993,4.68633
2025-06-30,9,Sugar,Veg,Grocery,kg,18.61,6.47,0.84,4,50,Supplier A,1.43,2.58,0.021672,4.826471999999999
2025-06-30,10,Milk,Veg,Dairy,liter,13.22,7.75,3.0,3,50,Supplier C,1.31,4.32,0.1296,11.9196
2025-07-01,1,Paneer,Veg,Dairy,kg,20.87,4.72,2.85,3,450,Supplier C,1.3,4.34,0.12369000000000001,11.238690000000002
2025-07-01,2,Tomato,Veg,Vegetable,kg,19.73,7.76,4.27,3,40,Supplier B,0.93,3.49,0.149023,12.062323
2025-07-01,3,Onion,Veg,Vegetable,kg,23.89,6.26,4.47,3,35,Supplier A,0.89,4.13,0.18461099999999997,12.119511000000001
2025-07-01,4,Chicken,Non-Veg,Meat,kg,18.16,4.13,2.01,4,250,Supplier C,1.33,2.78,0.05587799999999999,10.749077999999999
2025-07-01,5,Mutton,Non-Veg,Meat,kg,9.56,3.59,1.66,3,600,Supplier B,1.24,4.91,0.08150600000000001,6.256705999999999
2025-07-01,6,Rohu Fish,Non-Veg,Fish,kg,16.18,6.78,1.67,3,280,Supplier A,1.0,0.64,0.010688,5.020688
2025-07-01,7,Eggs,Non-Veg,Poultry,pieces,20.12,9.74,7.0,3,6,Supplier B,0.93,1.96,0.1372,19.6672
2025-07-01,8,Rice,Veg,Grain,kg,20.72,4.22,3.89,4,70,Supplier C,1.01,0.34,0.013226000000000002,15.728826
2025-07-01,9,Sugar,Veg,Grocery,kg,9.7,7.08,3.69,1,50,Supplier A,0.85,0.29,0.010700999999999999,3.147201
2025-07-01,10,Milk,Veg,Dairy,liter,20.07,9.81,2.0,1,50,Supplier A,1.25,2.23,0.0446,2.5446
2025-07-02,1,Paneer,Veg,Dairy,kg,13.92,3.46,3.17,1,450,Supplier B,1.14,1.62,0.051354000000000004,3.6651539999999994
2025-07-02,2,Tomato,Veg,Vegetable,kg,19.22,6.12,3.97,2,40,Supplier A,1.46,2.34,0.092898,11.685298
2025-07-02,3,Onion,Veg,Vegetable,kg,18.77,6.69,0.96,1,35,Supplier B,0.95,3.47,0.033312,0.9453119999999999
2025-07-02,4,Chicken,Non-Veg,Meat,kg,16.080000000000002,7.58,0.87,3,250,Supplier B,1.47,4.34,0.037758,3.8744579999999997
2025-07-02,5,Mutton,Non-Veg,Meat,kg,16.61,9.37,0.64,1,600,Supplier A,1.08,3.19,0.020416,0.711616
2025-07-02,6,Rohu Fish,Non-Veg,Fish,kg,21.49,5.87,1.73,4,280,Supplier C,1.32,3.62,0.062626,9.197026000000001
2025-07-02,7,Eggs,Non-Veg,Poultry,pieces,8.469999999999999,7.56,3.0,4,6,Supplier A,1.13,2.81,0.0843,13.6443
2025-07-02,8,Rice,Veg,Grain,kg,10.33,4.43,2.94,1,70,Supplier A,1.34,3.88,0.114072,4.053672
2025-07-02,9,Sugar,Veg,Grocery,kg,20.72,7.38,4.3,4,50,Supplier A,1.44,1.47,0.06320999999999999,24.83121
2025-07-02,10,Milk,Veg,Dairy,liter,10.78,6.23,3.0,2,50,Supplier B,0.89,0.59,0.0177,5.3576999999999995
2025-07-03,1,Paneer,Veg,Dairy,kg,15.04,4.4,3.59,1,450,Supplier A,1.26,0.8,0.02872,4.5521199999999995
2025-07-03,2,Tomato,Veg,Vegetable,kg,15.82,6.03,1.97,4,40,Supplier B,0.81,2.28,0.044916,6.427716
2025-07-03,3,Onion,Veg,Vegetable,kg,11.72,6.36,0.83,3,35,Supplier B,1.26,3.61,0.029963,3.1673629999999995
2025-07-03,4,Chicken,Non-Veg,Meat,kg,23.2,9.35,3.91,3,250,Supplier C,0.87,2.4,0.09384,10.29894
2025-07-03,5,Mutton,Non-Veg,Meat,kg,21.39,4.0,1.59,4,600,Supplier A,0.95,2.41,0.038319,6.080319
2025-07-03,6,Rohu Fish,Non-Veg,Fish,kg,18.7,9.59,2.06,1,280,Supplier A,0.86,2.59,0.053354,1.824954
2025-07-03,7,Eggs,Non-Veg,Poultry,pieces,18.37,5.5,1.0,3,6,Supplier B,1.2,0.66,0.0066,3.6066
2025-07-03,8,Rice,Veg,Grain,kg,20.610000000000003,4.4,3.6,3,70,Supplier A,1.47,3.35,0.12060000000000001,15.9966
2025-07-03,9,Sugar,Veg,Grocery,kg,19.5,7.16,1.06,1,50,Supplier A,1.18,0.26,0.002756,1.253556
2025-07-03,10,Milk,Veg,Dairy,liter,21.03,9.63,2.0,4,50,Supplier A,1.04,4.01,0.0802,8.4002
2025-07-04,1,Paneer,Veg,Dairy,kg,10.37,9.26,4.17,4,450,Supplier B,1.35,2.99,0.12468300000000002,22.642683
2025-07-04,2,Tomato,Veg,Vegetable,kg,8.27,4.15,2.66,2,40,Supplier A,0.84,0.41,0.010905999999999999,4.479706
2025-07-04,3,Onion,Veg,Vegetable,kg,9.0,9.1,1.61,2,35,Supplier A,1.13,1.65,0.026565000000000002,3.665165
2025-07-04,4,Chicken,Non-Veg,Meat,kg,21.93,6.04,3.85,4,250,Supplier B,1.19,2.49,0.095865,18.421865
2025-07-04,5,Mutton,Non-Veg,Meat,kg,12.17,9.97,3.74,1,600,Supplier B,0.86,2.47,0.09237800000000002,3.308778
2025-07-04,6,Rohu Fish,Non-Veg,Fish,kg,10.62,5.93,2.31,3,280,Supplier B,1.12,1.29,0.029799,7.791399
2025-07-04,7,Eggs,Non-Veg,Poultry,pieces,20.91,8.2,5.0,4,6,Supplier C,1.31,3.14,0.15700000000000003,26.357000000000003
2025-07-04,8,Rice,Veg,Grain,kg,16.52,6.8,3.95,3,70,Supplier C,1.11,2.89,0.114155,13.267655000000003
2025-07-04,9,Sugar,Veg,Grocery,kg,16.060000000000002,9.11,3.76,2,50,Supplier B,1.26,3.96,0.14889599999999997,9.624096
2025-07-04,10,Milk,Veg,Dairy,liter,16.89,9.39,3.0,4,50,Supplier C,1.13,1.92,0.0576,13.6176
2025-07-05,1,Paneer,Veg,Dairy,kg,12.8,8.43,4.26,4,450,Supplier B,0.93,4.55,0.19382999999999997,16.04103
2025-07-05,2,Tomato,Veg,Vegetable,kg,21.14,4.27,1.57,1,40,Supplier C,1.11,0.35,0.005495,1.7481950000000002
2025-07-05,3,Onion,Veg,Vegetable,kg,12.02,7.15,0.94,3,35,Supplier C,1.22,1.8,0.01692,3.4573199999999997
2025-07-05,4,Chicken,Non-Veg,Meat,kg,12.11,9.79,1.24,2,250,Supplier A,0.81,4.29,0.053196,2.0619959999999997
2025-07-05,5,Mutton,Non-Veg,Meat,kg,17.13,5.78,3.15,3,600,Supplier A,0.97,2.27,0.071505,9.238005
2025-07-05,6,Rohu Fish,Non-Veg,Fish,kg,8.379999999999999,6.64,0.83,2,280,Supplier A,0.9,3.35,0.027805,1.521805
2025-07-05,7,Eggs,Non-Veg,Poultry,pieces,13.73,7.32,5.0,1,6,Supplier B,1.05,1.26,0.063,5.313
2025-07-05,8,Rice,Veg,Grain,kg,16.29,5.5,2.21,4,70,Supplier B,1.39,2.37,0.05237700000000001,12.339977
2025-07-05,9,Sugar,Veg,Grocery,kg,17.91,9.08,4.13,4,50,Supplier B,0.82,2.7,0.11151000000000001,13.65791
2025-07-05,10,Milk,Veg,Dairy,liter,8.84,4.62,2.0,2,50,Supplier B,0.89,0.2,0.004,3.564
2025-07-06,1,Paneer,Veg,Dairy,kg,21.540000000000003,5.21,2.53,1,450,Supplier A,1.28,2.92,0.073876,3.3122759999999998
2025-07-06,2,Tomato,Veg,Vegetable,kg,14.489999999999998,7.8,2.29,2,40,Supplier A,1.25,4.76,0.10900399999999999,5.834003999999999
2025-07-06,3,Onion,Veg,Vegetable,kg,16.23,6.61,4.41,2,35,Supplier B,1.17,1.71,0.075411,10.394811
2025-07-06,4,Chicken,Non-Veg,Meat,kg,8.06,4.0,1.07,2,250,Supplier B,1.27,1.01,0.010807,2.728607
2025-07-06,5,Mutton,Non-Veg,Meat,kg,11.27,7.71,4.86,4,600,Supplier A,1.47,1.17,0.056861999999999996,28.633662
2025-07-06,6,Rohu Fish,Non-Veg,Fish,kg,16.57,9.85,1.65,3,280,Supplier C,1.15,3.42,0.05643,5.748929999999999
2025-07-06,7,Eggs,Non-Veg,Poultry,pieces,18.46,9.05,1.0,1,6,Supplier A,1.45,0.15,0.0015,1.4515
2025-07-06,8,Rice,Veg,Grain,kg,18.75,4.51,3.6,4,70,Supplier B,1.27,4.13,0.14867999999999998,18.43668
2025-07-06,9,Sugar,Veg,Grocery,kg,13.33,4.12,3.1,4,50,Supplier A,1.48,0.24,0.0074399999999999996,18.35944
2025-07-06,10,Milk,Veg,Dairy,liter,28.9,8.27,9.0,1,50,Supplier C,1.32,2.84,0.2556,12.1356
2025-07-07,1,Paneer,Veg,Dairy,kg,15.510000000000002,5.29,4.45,2,450,Supplier C,1.43,2.19,0.097455,12.824455
2025-07-07,2,Tomato,Veg,Vegetable,kg,14.21,9.08,4.45,1,40,Supplier C,1.18,0.6,0.0267,5.2777
2025-07-07,3,Onion,Veg,Vegetable,kg,10.4,5.57,0.53,3,35,Supplier A,1.07,2.82,0.014946000000000001,1.7162460000000002
2025-07-07,4,Chicken,Non-Veg,Meat,kg,16.919999999999998,6.82,2.97,3,250,Supplier C,0.85,1.14,0.033858,7.6073580000000005
2025-07-07,5,Mutton,Non-Veg,Meat,kg,18.24,7.34,3.22,2,600,Supplier B,1.18,2.5,0.08050000000000002,7.6796999999999995
2025-07-07,6,Rohu Fish,Non-Veg,Fish,kg,22.49,9.4,4.78,1,280,Supplier C,1.07,1.71,0.081738,5.196338
2025-07-07,7,Eggs,Non-Veg,Poultry,pieces,14.9,4.72,2.0,4,6,Supplier B,1.34,3.04,0.0608,10.780800000000001
2025-07-07,8,Rice,Veg,Grain,kg,19.93,9.69,4.16,1,70,Supplier B,1.1,4.11,0.17097600000000002,4.746976
2025-07-07,9,Sugar,Veg,Grocery,kg,10.61,9.68,4.54,4,50,Supplier C,0.84,4.64,0.21065599999999998,15.465056
2025-07-07,10,Milk,Veg,Dairy,liter,17.189999999999998,4.36,5.0,2,50,Supplier B,0.98,2.43,0.12150000000000001,9.9215
2025-07-08,1,Paneer,Veg,Dairy,kg,11.39,8.62,1.78,3,450,Supplier B,0.86,2.9,0.05162,4.644019999999999
2025-07-08,2,Tomato,Veg,Vegetable,kg,14.73,9.84,3.73,2,40,Supplier B,0.93,0.61,0.022753,6.960553
2025-07-08,3,Onion,Veg,Vegetable,kg,11.29,6.68,3.57,3,35,Supplier C,1.36,1.48,0.052836,14.618435999999999
2025-07-08,4,Chicken,Non-Veg,Meat,kg,20.1,5.97,1.33,2,250,Supplier A,1.19,4.03,0.05359900000000001,3.218999
2025-07-08,5,Mutton,Non-Veg,Meat,kg,15.2,9.66,0.7,3,600,Supplier C,1.16,3.19,0.022329999999999996,2.4583299999999997
2025-07-08,6,Rohu Fish,Non-Veg,Fish,kg,20.08,7.53,3.17,4,280,Supplier C,1.39,2.06,0.065302,17.690502
2025-07-08,7,Eggs,Non-Veg,Poultry,pieces,24.55,6.9,8.0,3,6,Supplier B,0.99,3.9,0.312,24.072
2025-07-08,8,Rice,Veg,Grain,kg,15.56,7.67,4.2,2,70,Supplier A,0.9,3.83,0.16086,7.72086
2025-07-08,9,Sugar,Veg,Grocery,kg,9.7,4.65,2.41,4,50,Supplier C,0.95,4.31,0.103871,9.261871
2025-07-08,10,Milk,Veg,Dairy,liter,8.68,5.19,1.0,3,50,Supplier A,1.18,3.04,0.0304,3.5704000000000002
2025-07-09,1,Paneer,Veg,Dairy,kg,12.4,7.16,1.54,2,450,Supplier B,0.99,0.71,0.010934,3.0601339999999997
2025-07-09,2,Tomato,Veg,Vegetable,kg,18.33,6.1,3.19,1,40,Supplier B,1.28,3.59,0.114521,4.197721
2025-07-09,3,Onion,Veg,Vegetable,kg,11.89,3.73,4.96,2,35,Supplier A,1.43,1.69,0.083824,14.269423999999999
2025-07-09,4,Chicken,Non-Veg,Meat,kg,12.95,7.52,3.98,4,250,Supplier B,1.03,0.96,0.038208,16.435808
2025-07-09,5,Mutton,Non-Veg,Meat,kg,11.84,3.49,1.52,1,600,Supplier C,1.27,4.16,0.063232,1.993632
2025-07-09,6,Rohu Fish,Non-Veg,Fish,kg,15.41,4.9,0.81,4,280,Supplier B,1.17,3.25,0.026325,3.817125
2025-07-09,7,Eggs,Non-Veg,Poultry,pieces,10.85,3.37,3.0,4,6,Supplier A,1.19,3.31,0.0993,14.379299999999999
2025-07-09,8,Rice,Veg,Grain,kg,15.77,3.42,3.79,4,70,Supplier C,1.47,0.44,0.016676,22.301876
2025-07-09,9,Sugar,Veg,Grocery,kg,19.68,4.19,3.36,2,50,Supplier B,1.12,0.48,0.016127999999999997,7.542528000000001
2025-07-09,10,Milk,Veg,Dairy,liter,10.51,9.87,1.0,3,50,Supplier B,0.96,4.64,0.0464,2.9264
2025-07-10,1,Paneer,Veg,Dairy,kg,9.59,9.95,2.3,4,450,Supplier B,0.97,3.84,0.08831999999999998,9.012319999999999
2025-07-10,2,Tomato,Veg,Vegetable,kg,9.91,4.8,3.52,4,40,Supplier B,0.89,3.78,0.133056,12.664256
2025-07-10,3,Onion,Veg,Vegetable,kg,20.95,7.96,4.22,2,35,Supplier B,0.96,0.59,0.024897999999999997,8.127298
2025-07-10,4,Chicken,Non-Veg,Meat,kg,12.75,5.42,2.04,1,250,Supplier B,1.01,2.77,0.056507999999999996,2.116908
2025-07-10,5,Mutton,Non-Veg,Meat,kg,14.0,7.2,2.29,3,600,Supplier C,1.35,0.81,0.018549000000000003,9.293049000000002
2025-07-10,6,Rohu Fish,Non-Veg,Fish,kg,16.59,5.74,3.09,4,280,Supplier C,0.88,4.65,0.143685,11.020484999999999
2025-07-10,7,Eggs,Non-Veg,Poultry,pieces,16.42,7.72,2.0,2,6,Supplier B,1.36,4.34,0.0868,5.526800000000001
2025-07-10,8,Rice,Veg,Grain,kg,13.63,3.57,4.06,1,70,Supplier C,0.91,0.11,0.0044659999999999995,3.6990659999999997
2025-07-10,9,Sugar,Veg,Grocery,kg,20.87,7.01,1.51,2,50,Supplier B,0.89,4.11,0.062061000000000005,2.749861
2025-07-10,10,Milk,Veg,Dairy,liter,15.71,7.24,6.0,1,50,Supplier A,1.34,3.03,0.1818,8.221800000000002
2025-07-11,1,Paneer,Veg,Dairy,kg,13.829999999999998,5.79,1.29,1,450,Supplier C,0.89,3.33,0.042957,1.191057
2025-07-11,2,Tomato,Veg,Vegetable,kg,15.24,4.63,2.65,1,40,Supplier B,1.48,2.75,0.072875,3.9948749999999995
2025-07-11,3,Onion,Veg,Vegetable,kg,12.13,6.54,2.45,2,35,Supplier B,1.4,1.39,0.034055,6.894055000000001
2025-07-11,4,Chicken,Non-Veg,Meat,kg,5.77,7.22,0.5,3,250,Supplier A,0.84,0.76,0.0038,1.2638
2025-07-11,5,Mutton,Non-Veg,Meat,kg,15.91,3.41,4.01,3,600,Supplier C,1.23,3.77,0.15117699999999998,14.948077
2025-07-11,6,Rohu Fish,Non-Veg,Fish,kg,13.3,4.19,1.84,1,280,Supplier B,1.01,0.61,0.011224,1.869624
2025-07-11,7,Eggs,Non-Veg,Poultry,pieces,10.67,7.84,3.0,1,6,Supplier B,1.5,2.55,0.0765,4.5765
2025-07-11,8,Rice,Veg,Grain,kg,18.39,5.14,4.16,4,70,Supplier A,1.39,3.28,0.13644799999999999,23.266048
2025-07-11,9,Sugar,Veg,Grocery,kg,20.64,5.83,3.76,4,50,Supplier C,1.06,0.97,0.036472,15.978871999999999
2025-07-11,10,Milk,Veg,Dairy,liter,23.41,8.14,6.0,2,50,Supplier C,0.97,4.82,0.2892,11.9292
2025-07-12,1,Paneer,Veg,Dairy,kg,12.38,8.53,1.1,1,450,Supplier C,0.9,3.8,0.041800000000000004,1.0318
2025-07-12,2,Tomato,Veg,Vegetable,kg,11.14,3.08,2.91,2,40,Supplier A,0.94,3.15,0.09166500000000001,5.5624649999999995
2025-07-12,3,Onion,Veg,Vegetable,kg,6.43,5.6,0.79,1,35,Supplier A,1.12,2.74,0.021646000000000002,0.9064460000000002
2025-07-12,4,Chicken,Non-Veg,Meat,kg,10.77,6.42,4.3,4,250,Supplier A,0.97,4.32,0.18576,16.869759999999996
2025-07-12,5,Mutton,Non-Veg,Meat,kg,20.59,7.3,3.43,1,600,Supplier C,1.35,2.3,0.07889,4.709390000000001
2025-07-12,6,Rohu Fish,Non-Veg,Fish,kg,23.84,8.51,4.51,1,280,Supplier C,1.37,4.71,0.212421,6.391121
2025-07-12,7,Eggs,Non-Veg,Poultry,pieces,18.61,3.27,1.0,4,6,Supplier A,1.38,3.91,0.0391,5.5591
2025-07-12,8,Rice,Veg,Grain,kg,13.53,6.15,2.73,1,70,Supplier C,0.85,3.07,0.083811,2.404311
2025-07-12,9,Sugar,Veg,Grocery,kg,10.08,8.16,2.83,1,50,Supplier C,0.83,2.22,0.062826,2.411726
2025-07-12,10,Milk,Veg,Dairy,liter,14.27,8.01,8.0,1,50,Supplier C,0.87,4.01,0.3208,7.2808
2025-07-13,1,Paneer,Veg,Dairy,kg,13.29,5.71,0.66,3,450,Supplier B,1.04,1.48,0.009768,2.0689680000000004
2025-07-13,2,Tomato,Veg,Vegetable,kg,18.91,4.3,3.99,3,40,Supplier A,1.18,2.06,0.082194,14.206793999999999
2025-07-13,3,Onion,Veg,Vegetable,kg,10.27,5.97,4.24,3,35,Supplier C,1.48,0.41,0.017384,18.842984
2025-07-13,4,Chicken,Non-Veg,Meat,kg,18.37,7.37,1.83,2,250,Supplier C,0.81,3.34,0.061122,3.0257220000000005
2025-07-13,5,Mutton,Non-Veg,Meat,kg,10.56,3.48,1.65,1,600,Supplier A,0.83,2.65,0.04372499999999999,1.413225
2025-07-13,6,Rohu Fish,Non-Veg,Fish,kg,21.84,5.05,4.86,4,280,Supplier B,1.14,0.57,0.027701999999999997,22.189302
2025-07-13,7,Eggs,Non-Veg,Poultry,pieces,8.92,5.37,2.0,4,6,Supplier B,0.87,2.99,0.059800000000000006,7.0198
2025-07-13,8,Rice,Veg,Grain,kg,15.44,5.72,2.19,2,70,Supplier A,0.97,4.72,0.103368,4.351967999999999
2025-07-13,9,Sugar,Veg,Grocery,kg,9.01,9.21,1.05,4,50,Supplier A,1.27,4.96,0.05208,5.386080000000001
2025-07-13,10,Milk,Veg,Dairy,liter,25.19,4.81,7.0,3,50,Supplier C,1.33,1.26,0.0882,28.0182
2025-07-14,1,Paneer,Veg,Dairy,kg,20.2,8.1,2.57,3,450,Supplier A,0.84,0.9,0.02313,6.499529999999999
2025-07-14,2,Tomato,Veg,Vegetable,kg,18.24,4.89,1.94,4,40,Supplier B,0.92,0.22,0.004268,7.1434679999999995
2025-07-14,3,Onion,Veg,Vegetable,kg,16.98,8.72,1.09,3,35,Supplier C,0.91,2.44,0.026596,3.0022960000000007
2025-07-14,4,Chicken,Non-Veg,Meat,kg,13.239999999999998,8.31,2.04,1,250,Supplier B,1.01,2.54,0.051816,2.112216
2025-07-14,5,Mutton,Non-Veg,Meat,kg,18.37,9.11,3.04,3,600,Supplier A,1.1,4.39,0.133456,10.165456000000002
2025-07-14,6,Rohu Fish,Non-Veg,Fish,kg,14.59,8.68,1.22,4,280,Supplier B,1.49,3.63,0.044286,7.315485999999999
2025-07-14,7,Eggs,Non-Veg,Poultry,pieces,15.91,9.16,8.0,2,6,Supplier A,1.19,1.02,0.0816,19.1216
2025-07-14,8,Rice,Veg,Grain,kg,18.04,4.32,3.8,1,70,Supplier C,1.18,1.88,0.07143999999999999,4.55544
2025-07-14,9,Sugar,Veg,Grocery,kg,20.58,8.88,2.86,4,50,Supplier B,0.94,3.73,0.106678,10.860278
2025-07-14,10,Milk,Veg,Dairy,liter,18.38,7.75,2.0,4,50,Supplier C,1.01,0.74,0.0148,8.0948
2025-07-15,1,Paneer,Veg,Dairy,kg,24.39,5.58,4.44,1,450,Supplier C,1.35,3.22,0.142968,6.136968
2025-07-15,2,Tomato,Veg,Vegetable,kg,8.55,7.64,1.48,2,40,Supplier A,0.8,3.48,0.051503999999999994,2.419504
2025-07-15,3,Onion,Veg,Vegetable,kg,13.62,8.56,3.29,4,35,Supplier A,1.41,2.01,0.066129,18.621729
2025-07-15,4,Chicken,Non-Veg,Meat,kg,18.65,3.73,2.8,2,250,Supplier C,1.19,2.81,0.07868,6.74268
2025-07-15,5,Mutton,Non-Veg,Meat,kg,18.37,8.63,3.22,3,600,Supplier C,1.03,0.11,0.0035420000000000004,9.953342
2025-07-15,6,Rohu Fish,Non-Veg,Fish,kg,10.59,7.87,3.36,4,280,Supplier C,1.3,3.92,0.131712,17.603712
2025-07-15,7,Eggs,Non-Veg,Poultry,pieces,16.759999999999998,6.08,4.0,4,6,Supplier C,1.31,0.61,0.024399999999999998,20.9844
2025-07-15,8,Rice,Veg,Grain,kg,12.13,3.44,1.56,4,70,Supplier A,1.5,3.68,0.057408,9.417408
2025-07-15,9,Sugar,Veg,Grocery,kg,19.34,5.95,4.7,4,50,Supplier B,0.92,2.48,0.11656,17.412560000000003
2025-07-15,10,Milk,Veg,Dairy,liter,25.87,8.23,6.0,3,50,Supplier B,1.21,2.86,0.1716,21.951600000000003
2025-07-16,1,Paneer,Veg,Dairy,kg,11.76,5.34,1.33,1,450,Supplier B,1.21,3.5,0.04655000000000001,1.65585
2025-07-16,2,Tomato,Veg,Vegetable,kg,18.61,9.51,3.14,3,40,Supplier C,0.98,4.7,0.14758000000000002,9.37918
2025-07-16,3,Onion,Veg,Vegetable,kg,20.52,8.89,2.43,1,35,Supplier A,1.1,2.4,0.058320000000000004,2.7313200000000006
2025-07-16,4,Chicken,Non-Veg,Meat,kg,20.31,7.42,4.72,2,250,Supplier B,1.15,3.64,0.171808,11.027807999999999
2025-07-16,5,Mutton,Non-Veg,Meat,kg,18.41,8.36,2.47,2,600,Supplier C,0.89,1.13,0.027911000000000002,4.424511
2025-07-16,6,Rohu Fish,Non-Veg,Fish,kg,21.13,6.3,2.29,1,280,Supplier A,0.84,0.34,0.007786,1.931386
2025-07-16,7,Eggs,Non-Veg,Poultry,pieces,14.93,4.73,6.0,4,6,Supplier C,1.48,3.94,0.2364,35.7564
2025-07-16,8,Rice,Veg,Grain,kg,13.6,8.91,2.17,2,70,Supplier B,1.14,0.33,0.007161,4.9547609999999995
2025-07-16,9,Sugar,Veg,Grocery,kg,6.590000000000001,9.35,0.65,1,50,Supplier C,1.02,1.73,0.011245,0.674245
2025-07-16,10,Milk,Veg,Dairy,liter,13.3,4.66,7.0,4,50,Supplier A,1.47,3.32,0.2324,41.392399999999995
2025-07-17,1,Paneer,Veg,Dairy,kg,22.07,3.37,3.02,4,450,Supplier A,1.24,3.94,0.118988,15.098188
2025-07-17,2,Tomato,Veg,Vegetable,kg,22.42,4.01,2.73,3,40,Supplier C,1.2,0.99,0.027027,9.855027
2025-07-17,3,Onion,Veg,Vegetable,kg,22.17,7.26,2.59,1,35,Supplier C,0.82,0.92,0.023828,2.1476279999999996
2025-07-17,4,Chicken,Non-Veg,Meat,kg,15.01,3.62,3.74,2,250,Supplier C,1.17,2.81,0.105094,8.856694
2025-07-17,5,Mutton,Non-Veg,Meat,kg,18.92,8.06,1.02,1,600,Supplier B,1.18,3.96,0.040392,1.243992
2025-07-17,6,Rohu Fish,Non-Veg,Fish,kg,11.65,8.93,3.26,2,280,Supplier A,1.46,0.83,0.027058,9.546258
2025-07-17,7,Eggs,Non-Veg,Poultry,pieces,24.04,6.24,9.0,4,6,Supplier B,1.32,2.3,0.207,47.727000000000004
2025-07-17,8,Rice,Veg,Grain,kg,18.61,3.78,1.81,3,70,Supplier C,0.84,2.3,0.04163,4.602829999999999
2025-07-17,9,Sugar,Veg,Grocery,kg,12.06,4.81,4.04,4,50,Supplier A,1.33,2.72,0.10988800000000001,21.602688000000004
2025-07-17,10,Milk,Veg,Dairy,liter,16.79,4.43,4.0,1,50,Supplier A,0.91,3.3,0.132,3.7720000000000002
2025-07-18,1,Paneer,Veg,Dairy,kg,20.85,6.92,1.65,4,450,Supplier A,0.82,3.86,0.06368999999999998,5.475689999999999
2025-07-18,2,Tomato,Veg,Vegetable,kg,12.75,9.36,0.79,1,40,Supplier B,1.36,1.95,0.015405,1.089805
2025-07-18,3,Onion,Veg,Vegetable,kg,13.95,5.78,2.17,3,35,Supplier A,1.48,3.88,0.084196,9.718996
2025-07-18,4,Chicken,Non-Veg,Meat,kg,14.27,5.01,1.42,4,250,Supplier A,0.99,3.79,0.053818000000000005,5.6770179999999995
2025-07-18,5,Mutton,Non-Veg,Meat,kg,16.55,4.37,1.91,2,600,Supplier B,0.91,2.67,0.050996999999999994,3.527197
2025-07-18,6,Rohu Fish,Non-Veg,Fish,kg,20.53,5.22,3.63,3,280,Supplier A,1.43,1.82,0.066066,15.638765999999999
2025-07-18,7,Eggs,Non-Veg,Poultry,pieces,20.61,7.19,8.0,3,6,Supplier A,1.43,0.92,0.0736,34.3936
2025-07-18,8,Rice,Veg,Grain,kg,10.72,6.08,3.44,2,70,Supplier C,1.4,4.84,0.166496,9.798496
2025-07-18,9,Sugar,Veg,Grocery,kg,17.130000000000003,5.24,1.03,1,50,Supplier A,1.49,2.09,0.021526999999999998,1.556227
2025-07-18,10,Milk,Veg,Dairy,liter,20.880000000000003,5.26,5.0,4,50,Supplier C,1.1,4.41,0.2205,22.2205
2025-07-19,1,Paneer,Veg,Dairy,kg,6.42,6.92,1.23,1,450,Supplier B,1.38,0.15,0.001845,1.699245
2025-07-19,2,Tomato,Veg,Vegetable,kg,12.13,9.81,1.44,4,40,Supplier A,1.37,4.29,0.061776,7.9529760000000005
2025-07-19,3,Onion,Veg,Vegetable,kg,18.58,5.2,2.93,3,35,Supplier A,1.26,4.51,0.132143,11.207543000000001
2025-07-19,4,Chicken,Non-Veg,Meat,kg,10.72,8.73,1.91,4,250,Supplier B,0.92,1.68,0.032088,7.060888
